buseness_id,category,yelp_rating,number_of_reviews
z03yUG3Os6qn5WTbuh-8jQ,Japanese,4.5,266
W_wUCBAxmY4EMDvcYuwgug,Italian,4.0,172
Sotg7pSKzjO18IFzeQWQwg,Indian,3.5,73
11855kAfayv4GH6DgGwvkQ,Sushi Bars,5.0,146
i2bl2GCZFvBA2DDdUJciSA,Irish,4.0,370
nvrOGHRDucxeNkplIikM2A,Mexican,4.0,441
jjJihTzr4i54izgmHz0PTg,Mexican,4.0,55
bSoqhbacgin62xRmwV5Ygg,Chinese,3.0,34
PT4dx9AT7bWC8G2xQ9QjBA,Chinese,3.5,16
umMDGhsrt-Zhv6ZIw1aPdw,Mexican,4.0,619
aXRrMXXoAN7lawHICgmsxw,Burgers,4.5,285
LYRjqzpGCydsQMKtZQpuwA,Indian,4.0,223
U9SK3eMMp1_MqLbRF8XjSQ,Indian,4.0,226
vgWhgyhMwlusptWMernsPw,Sushi Bars,4.0,69
KZM6GxmdYak3ahLUJuWmZw,Korean,4.0,591
vmWgSQY9ail3aWD6gVtpIg,Indian,3.5,170
pIBzdphPacqDW-P64F9Evg,Chinese,4.5,68
tJlE4fbld7dr7pF6wHovNQ,Mexican,4.5,132
LKuzbx5Yt3yqiokUFdjVhg,Chinese,4.0,102
0wemURLMYj9YkkXJI2aS6w,Sandwiches,4.0,636
0O6qkdWLc4K-WUerYEPj3w,Sushi Bars,4.0,138
QJU5wIrnDvCcugpssTAmYw,Sushi Bars,4.0,158
teLI2c6d0iuLG6VZFoCavA,Mexican,4.0,486
4SjfLfnkJdeqUCWy1zpHvA,Korean,4.0,162
qeuJgUdcmL5yAweOsMm6rA,Brewpubs,4.0,2408
CBOagxuEM98LgOZIkSjoVA,Barbeque,4.0,1517
E2yCSDPDy3QSmtC7-gHinQ,Pizza,4.0,632
IgS9xRUiHIZjX5XeXg1cyQ,Japanese,4.5,35
t-mwfcumQwR1HV-v3zb5Bw,Chinese,4.0,89
CjSLDlOGzyHcJPwYXZQsWw,Beer Gardens,4.5,10
D_s9VHaep89yF77V8Rwq-w,American (New),4.0,776
F6ZFS7m7qMqL0PAdwSGf0w,Mexican,4.0,419
2_BHLrHV-7dS3aJmxEICPg,American (Traditional),4.5,82
dZpkHGnBrT3iD_sWGu9Cvw,Mexican,4.5,59
2Na4OIPnNZpzlG9kuonXUw,Chinese,4.0,83
C45YKxSDpBekWLPDl_-xBA,American (Traditional),4.5,10
0Zdd0qp4MgDh7fChBP8ISg,Italian,4.0,306
WZUIlyefoUhuH_VkVCEyAw,Italian,4.0,532
YUUtttv6Ak-Vnwtvq9myrw,Ethiopian,4.5,184
JMK6lxESw_OMNIOBFNDDhQ,Himalayan/Nepalese,4.0,226
BgQ5ob0QiZfO5YbgI7VyFw,Mexican,4.0,540
H9SO_FbXfatGTICocIudhA,Indian,4.0,33
nSsNTnwOMMFZ6vggivBvIw,Italian,3.5,180
f3sM7oEaTBI_XIa9yBoVjw,Italian,4.0,17
ZfEJSBMF9T3tmgdCRcqo5Q,Pubs,4.5,79
1IHu0wSbU8SnkhS_I--Ehg,Indian,4.5,60
cJzv3fbd7jL2ZHyFosFkOw,Chinese,4.0,177
yZuUg1Tl-Lck0vQPjUjXmg,Chinese,3.5,38
-4OstiXBcslLFPIok14_Hw,Italian,5.0,73
BbMUXd69i0tlWS2aoppwaQ,Mexican,4.0,575
6xk8K08Q1l2j9DXIA5ePKQ,Chinese,4.0,179
-0mf9xa8pwtAPiHl4MK0cA,Sushi Bars,4.0,164
9xndvdKagPMWyLxDq2yDUw,Chinese,4.0,77
U3wG7XTb07Rf-7n4zjwtBQ,Mexican,3.0,170
3awTUGMdUVrwEBkFFOxn9Q,Italian,4.0,101
Za8f8EgAywYKFkV3gKBmYg,Japanese,5.0,25
uC9XuBBvkdKAp8AGZGCvpQ,Italian,4.0,536
VuPB1OvKjBQ1mYk0EXEUaw,Indian,4.0,55
Zv9dVSpfKxt4d_v65H50Iw,Chinese,4.5,74
9zlspOuU7cXAVesgah7udA,Mexican,3.5,46
LneYa7tWuqNNmmI9wg7RQQ,American (Traditional),4.5,68
nLz62gXgiJL1-UCltZFFfA,Sandwiches,4.0,4
T7Uv88bd2GtcPEe7mKmf1A,Korean,4.0,20
HKXdBKKvjdZDxLrYlKosfg,American (New),4.5,62
Moi9jsCSeYjpn1XnaNu39g,Indian,4.0,123
DOUDTCWMojihIVDiNsWx4A,Mexican,4.0,254
Ih5Q1cNDLchhi1FqqTwrag,Indian,4.5,123
T1byj0cyKsnzgPFDPh3NXA,Italian,4.0,285
FjELUUdnl5ks2_LbRaqQZQ,Sushi Bars,4.0,131
OBVPx-Cu7G-GU52PVQGuiQ,Asian Fusion,4.5,50
I8yaXlaAiGeEqtRK7FgGFg,American (Traditional),5.0,6
Yo9G99eByWqZ2cl8mVogdQ,Mexican,4.5,57
XeDtnkWNTd3oo75Vij96bQ,American (New),4.5,14
cT6ktFBMQHYxn9h4ogCxDA,Indian,3.5,52
hhnHHsJWRfdgNEax6FilvQ,Italian,3.5,263
4ZoR9aQuJI-U7-kqbL1eiQ,Asian Fusion,4.0,92
IEoT1cDcTtdpuiFyKChVyg,Desserts,4.5,20
dOScdlugPmcYXOhDvO5-UQ,Asian Fusion,3.0,69
09bNDXGlP3n_zfqgeWtb8A,Steakhouses,4.0,104
klkmynuK91fbGMjmP_TSYw,Japanese,4.0,230
wR_1qgyFgbRq1abxnNBO_A,Japanese,4.0,319
g-TDsNXk3WyuRgSyZt019Q,American (New),4.0,568
XtiUxUOmRt1uaxIeGPoHIw,Indian,4.0,517
ofZ6AoFUFZDnDyJ2XzLqgw,Korean,4.0,440
D0VJJzrOBqroc6xUvwlwOQ,Mexican,4.0,146
ulMhEx7j-4qySp8xExz4Bg,Tapas Bars,4.5,97
nMYlJ2QGHJy6HiSZVeC-8Q,Indian,4.0,174
kb0VfKZKHHhvDze3JZqi0Q,Chinese,4.0,812
rr-hXB0ZqXLzUP97yftp0g,Italian,4.0,1281
MNto3Z5jSPg0BHmbEfb9JQ,Ramen,4.0,341
Fn0WljxrTZd9JW0cI9A0Mg,Chinese,4.0,417
kS2CP48K66yL2TwIhUqy_A,Indian,4.0,723
YBIhTjmEH3IEZW4Dr5ReRA,Chinese,4.5,239
02hhtAO83rZBU1hflleElA,Mexican,4.5,26
e4eToPlcms8YeFTbB-mEHQ,Pizza,4.0,74
jgxavzLVYrAFdihDysIQEQ,Italian,3.5,131
n7Zfx_oB_NjLTQZ2z5KhmQ,Chinese,4.0,112
FxMBongg25Q8jep4ryEYcA,Chinese,4.5,4
PMRca2iUxz23tGaN6z76TQ,Mexican,4.0,178
OYSTaL3muVl2bOFmCbZq5Q,Italian,4.0,140
nyDs0CD-lFysI3oIG9T5bw,Dim Sum,4.0,441
qWKFLOsbe0P5E1Uqp_SvRQ,American (New),4.0,278
7I1HSCcX4MrBMZJ__HK04Q,Mexican,4.0,42
1Pxg1AMf0rEn9QF__ZYoWw,Sushi Bars,4.0,290
TTpc_UCB9oarWGJwtOa_Ng,Chinese,4.0,50
MK0OMY_u9unl8xSqjPLtMw,Mexican,4.5,238
G4KBnIgAIRk8r1epqBANow,Mediterranean,4.5,9
SHfBZkQGdJ8YGn4whSZq3w,Burgers,4.0,436
aAjYDTVRM4q3-n4iiHu2Pw,Mexican,4.5,24
QQii_jMStiow_QTC1FNqXg,Gastropubs,4.0,950
VpWLfYdMfc6vbmmg16-lqQ,Sushi Bars,3.5,60
m0l7ZrOIJWfMTS-R36Z5Ng,Tapas/Small Plates,4.5,46
zcUMXRibnCVpCEKC0gu6BQ,American (New),4.0,42
ct_zH2oVcyn8Djn_KBRtGw,Chinese,3.5,195
Pk3f8d-F6Mc_SodoIs8yqw,Indian,3.5,86
Fj16uG6BNZOq5K8mS2HHiQ,Chinese,4.0,139
fdYJPKM1FuZt4zErtS11ig,Indian,4.0,508
xMqSDSTxqLsXOQ2HlozfYQ,Indian,4.0,271
bfsAkNVTt9x88Is9CqsZXg,Ramen,3.5,151
qJLut1Lu0FF1hIKiNnhqaQ,Mexican,4.0,60
uSIGgRScZmpWlEcHtoaWlA,Mexican,4.0,456
agf95R52ibcUTde8FjsZAg,Sushi Bars,4.0,190
K_s-9Wd6vXSfnxYFzhE0Kw,Sushi Bars,4.5,80
Twta-CLsccCWmMM-D1x8fQ,Chinese,4.0,59
3Cct2X22fpUSK2ggyK1LYg,Bars,3.0,141
inAEY3i1hYR4BlJfPgKFPw,Ramen,4.0,318
ygRO-ce9lDo-ahjfufIK-g,American (Traditional),4.5,21
08wLD2pUdZV73zHywMpREA,Japanese,4.0,571
2cgW0WkydWsSpxzVYu2skw,Chinese,4.5,107
pZc8rwUrvieemrnvRLpxqw,Chinese,3.5,177
op1ruH88zC6FBDey3zSdKQ,Indian,3.5,55
fut3s6k_micn1anikzv2ug,Japanese,5.0,1
4lwccDlo87MhuKGHIGzxqw,American (New),4.0,33
Om3bX0cVQJwdfm9UBIQomQ,Sushi Bars,4.0,14
xvX4HFD2E6d0JDDFqTOLqg,Korean,4.0,48
N6MqImnHf93RT_q1mMS3vQ,Mexican,4.5,46
J8BnOx3rJ9oO78KtF0K5OQ,Japanese,4.0,50
KbXNpD0ON_xz0EzX0CRYqg,Mongolian,2.5,29
EnOCjP3wBpoICvEZXil4Cg,Chinese,4.0,104
HTgKfmmlzgE43trhntv8-w,Korean,4.5,257
2pyptDpBy5zyU2w8g3plvA,Japanese,4.5,205
N5Uje7ro3LHo49UXcnPUHg,Chinese,4.5,69
yT3Qs8rz82wqhKFlfWr1Lg,Pizza,4.0,40
AWLaXj1TydUHLhage4c5Vw,Mexican,3.5,117
W-LQnIsAwUXIafRMbbge3Q,Italian,4.0,92
Pa6ThyOY4HtNMLqJxw_qEQ,Szechuan,4.0,69
cvu61K0_g7ZIpaEPCiaNcA,Korean,4.0,88
6b_rpNjO7xq26KKl6NnJCQ,Italian,4.0,62
kr5fRwdHtVwPPwSJxm9Fkg,Italian,4.5,157
PEa8-7AY7TBQ7RzqZNAwSw,Mexican,4.0,38
A4VVvi8D9ak9rezJXTzGxw,Indian,4.5,42
dihFK3WDo0cXYxcl-PAtvQ,Chinese,4.5,95
XkJwrkAzxetxuwcb9-tqDg,Indian,4.5,34
fmjVPQqAfeP7iuuVsmZB_A,Korean,4.5,180
HHhlxz30M4bwlSvN1Gb12Q,Tacos,4.5,103
sYXdAEY8x9dbHYGX1tN3Ug,Chinese,4.0,198
KtT_TmP86dpNdeM_ItcxDQ,Mexican,4.0,450
AmANGE4EYX_CZrNkTO6E8g,Indian,4.0,134
dJWEzqPtq_g6Nki_cXdHGQ,American (New),4.0,129
HYz2oznFahIDPmhcmUV3pw,Mexican,4.5,33
-JqrUI1y8jaUQma7t2ShUA,American (Traditional),4.5,121
Jdg8Gy67WK9UIYpdTrYX1w,American (Traditional),3.5,249
vrQ8mk6JmsSUSoHmUCkRjA,American (New),4.0,133
YcGHCoSkl2PLKsHQCiu0HA,Mexican,4.5,77
iOuz4WzpUaG6MOajq4Hi2A,Gastropubs,4.0,624
_-ZXdBwIHQ0R8ZWKLhASIA,Chinese,3.5,92
6jihTp9mE2UsdC8NzPb2_g,Italian,4.0,335
SMyaPzNYcywRTQMEu985fQ,Indian,4.5,251
Kx4Pfw7xZJTBsL0X6btbBQ,American (New),4.0,19
WG23hgY8Ld9yaC2clgfD_g,Indian,4.0,51
90K_4UBtEnJ1yqTbyMnRCQ,Cambodian,4.5,15
rA_H8r_iDYxDuNAGu8CDXA,Mexican,4.0,220
7TEVMT_OSbv-Z8U1zE5tvA,Mexican,4.0,222
u3tq9fqUpLT8xd8E9Rmcug,Bars,4.5,44
gxOpwEMO13AOrkOe_gODaA,Mexican,4.0,124
__s8TsEH7DSmncOXOK4xqw,Japanese,4.0,93
iSpngVp_dqXRxJoaLqoUcQ,Chinese,4.5,182
RJbyMgFji5uRn0-lkLLing,Japanese,4.0,55
0KXSzPhAPMgn4zF290vSfQ,Sushi Bars,4.0,262
hYAoCOQ_Vj241qCfe8v7aA,Mexican,4.0,146
u8A2L0yH49XjkO4fbJuvmg,Japanese,4.0,85
-S2JPNrZw6Y4OZmx1x93Og,Mexican,4.0,150
tvb_Qiv3Ha3mlqKAw_Llrw,Barbeque,4.0,99
RU6E7WsAfsTRcjXxH1Lo5A,Indian,4.5,74
C6ktcKtaj62akb8X0CqAWg,Chinese,4.0,49
gLCGsMhmAOJ0ak8qawkUhg,Cantonese,4.0,343
A0fmKkiSVDxmb0tuKE61hg,Italian,3.5,123
eDUIsHfVn-J5-HiO7XhbDQ,Asian Fusion,4.5,19
b9lqFeFMrTT7i4X5BC8ktw,Wine Bars,4.0,534
i9an2kiTWSD0p-LHnU2HVg,Chinese,4.0,298
U2KiiHBDKqLIrsW0vmUhYQ,American (New),5.0,13
2Bg8Jfl2FvH1unmvxNS0dQ,Korean,4.0,494
us7g3OCOFDXjZpmYqQ-f3A,American (New),4.5,13
6-PThU0EzyDg1HHEJ8Y4WQ,American (Traditional),4.0,869
ssnsBQ3rSQR9vxghHqLAog,Mexican,4.0,15
imXIJKnV-DpaRr4LWulZPQ,Indian,3.5,124
T8WC3EmJhNeliIjLXwQ8qw,Mexican,4.0,490
YIw1zpK-rIVQE0A2i-WUlQ,Italian,4.0,57
MXrtea8Q4NBXStZIqIBaLg,Bars,4.0,88
RRAV01tjFKOhfoYSW9nd6w,Mexican,4.0,527
I00NCdLBLWai6Wr5iViC-Q,Chinese,4.0,31
pZt_K72IFtYiZ4bq_ksTtg,Korean,3.5,224
YgLA7vaEpsbj2ZqC2nn6gA,Italian,4.5,85
VA8aPObRynlwR1TGzbzraQ,American (Traditional),4.0,10575
Nccko8ZvJxuzGWXo-ff3bQ,Burgers,4.0,315
qY-BUQY-SFBaSrFHowF3nA,Korean,4.0,786
g1vPmtHJO3UfYFAuNGUkAg,Korean,4.0,229
x4Fq-y_wwC_ylpS986qJ9Q,Indian,4.0,35
ur3FZlizds6D73-1YOCtxA,Japanese,4.0,60
rEFL9bmiZWP_FdZDeZ2BkQ,Indian,3.0,54
gSkiRGUvY9pKdQ55cjWAuQ,Mexican,4.5,258
XCpYE2QiCjK0vWXjOPqhDw,Chinese,4.0,65
MuzZq-ODW4zXQ0IPiPyRzw,Chinese,2.5,37
6WbEdfepd8KYQtXjgLn9Yw,Japanese,4.5,23
xX79fEJEnOQ1dMIMuuGKlg,Japanese,4.0,98
wIXYreqGaO5AEVjNQulbKQ,Mexican,4.0,259
J1_ZNtkV2ig62bIHl5WI7g,Bars,4.0,50
7xuhCWEpoYnS98hRlC4AqA,Mexican,3.5,100
vowURfVQ42YiOu_eNP2Qjg,American (New),4.0,182
uTh0BMlaqBtjx2ws-hsqQg,Italian,4.0,124
oVAi-lRa-4PXgG73KO8oXw,Latin American,4.5,156
d0zAZZKssS6hTwkqZAPOpA,Chinese,4.0,88
31acLzszeCCpeXmyAnoTdg,Italian,4.0,131
JXaaz1edKkmm3po-zS-rcA,Japanese,3.0,183
Rvn-q7JKQubouJwWqqZvhA,Imported Food,4.0,24
3BaSzUkleXjvcLM1xgvCMw,Chinese,4.0,268
yG5tkMER9Ftkv4RDwMaQuA,Noodles,4.5,103
KRBacesx8MwMS0zpY-X6Rg,Mexican,5.0,56
wg7ou9QRSON-1pRcmMoXtQ,Indian,3.5,129
gUDGRSce4o-FLSH9QliEsg,Indian,4.5,46
JogUSDKa1xyG3lLEmD4Xjg,Italian,4.0,237
tM9AZsROEXfy3G7-xgTRRQ,Chinese,5.0,4
xRfw_M1BdMpnEzMcFCY_7g,Italian,4.0,131
K1oOfSJZDjpOdJ_gcZKqmg,Himalayan/Nepalese,4.5,37
oIJXTWDQlr3l8bd7SHtA4A,Ramen,4.0,129
fUgBP5sRHkV1bXrn-B3-XQ,Italian,4.0,175
02i1RoOkg1Vh6x1-FF-eyg,Indian,4.0,1076
tvbFcYCEQWc76CUK-nBw8w,Korean,3.5,111
c7ctzkIH3jfHfI1tJTaFdw,Chinese,3.5,77
hWbHI6kVm-Uvb20cgsfmYA,Chinese,4.0,343
_p7kl-pGMnkTMsbuyNB3QQ,Bars,4.0,242
xzwHk3uYotVEGMSnk5KvoA,Indian,4.0,97
zt_Dy0aW6LLY_k2Uo-TxDw,Mexican,4.0,729
qxnRfp337Bp5i55E5MSF8w,Mexican,4.0,90
2Z-TsTtO2chmGryPcU_pGQ,Mexican,4.0,104
B4bbrH82EMi_loRWDUnLoA,Vietnamese,4.0,94
Y_6m9iJZK7EGZorBS9g6hA,Italian,4.5,74
k5yQD_MgdtOKpBROMCamYA,Golf,4.0,29
d8lmIZIqmBC9oPM8y1dc7Q,Tex-Mex,4.0,562
VKPA24jl5g19ESyA9tN8Vw,Mexican,4.0,277
Dy4FqsShb-I6uSiLEOibBw,Korean,4.0,553
EGj92CH6mWFiRvHB1zyMAw,Mexican,4.0,6748
_393npnr0Dw1aGKy83x_0A,Pizza,4.5,265
G5t8gNYD9-Wod7U-cbnA3A,Korean,3.5,117
PcAMh9bjVHVB2dscm1F4FQ,Chinese,3.0,92
D8qUkxB9IpT8IhnZV23auQ,Mexican,4.0,31
7Vk37BcUytzzlAD09hru7g,Tacos,4.5,129
Xggv8kIkfS4jgIShSLBpeQ,Mexican,4.5,258
GXR2Jv645UiQr971MZyHWA,American (New),4.5,238
CiYLq33nAyghFkUR15pP-Q,Tacos,4.0,1439
Gab5zeVXOkqgOQgdLQ12gg,Italian,4.0,45
t4bBKVXbr8bIN9nEJIobYg,Indian,4.0,300
Dz7tylxB6m-xnowUdozK0A,American (New),5.0,4
XfgH6nStAoPbt7pgaTU-lw,Karaoke,4.0,25
NBqDf85Be0azJR63rCKA1Q,Chinese,4.0,77
DlWc8bYq0SG9J32zlgHJrg,Pizza,4.0,201
z7nc1PoggzyXUK8Fz9-P9g,Grocery,4.5,10
52qLjlVQcQWdN-7eFfCa2w,Korean,4.0,136
vr1cElEf7A3_42HdLelbTg,Sushi Bars,3.5,103
iXSuNKKUBIrBX7zUerlQDQ,Indian,4.0,359
zf62D_W7iGzgdV6U_CeApQ,Indian,4.0,1587
ITBLNZMjJnP3R3UJVTBS8Q,Korean,3.0,226
OkyiiyLbPCM0HVGp3jps2Q,Mexican,4.0,142
rCOIoZ3WuA6pkgRltfEN1g,Italian,4.0,296
ErMbXNAH3v_M0lltn7EieQ,American (New),4.0,226
t1mWfxivNyGde5VxYYYhSA,Korean,4.5,171
dVTnwDQv-983RKyeE1RxAg,Indian,4.5,97
B5GgKhPREBgipv8kfSOluw,Mexican,4.0,521
ihR6AFW0XxutTHIALOHNLQ,Korean,4.0,661
2M2sW2_rKm3kuzppic5zIg,Italian,4.0,550
kavBnF8iYjEaq1Vvjf1VGQ,Sandwiches,4.5,66
dbuUMVNIXxpKC_nwPqICuA,Mexican,4.5,191
MIMD1AIZa2o3afWbh-NKOA,Italian,4.0,117
ptfMYR5hCjbUElJYxuOl1Q,Pizza,4.0,66
xxfh59jPMh5ah1loTEnKFg,Japanese,3.5,195
eB7QxG3uyGhbEMnjBeZQIg,Italian,4.0,213
2gb3G7c56L5oggVczNGhTQ,Indian,4.0,80
WbRRRgNjNhtsU3fgT442Xw,Sushi Bars,3.5,217
NkG3uuL1GTo9iVlMAgEX8g,Comfort Food,4.0,312
bh2LLNqNA5Ibb7f9vaLJ7g,Seafood,3.5,112
LBbfb54SL3GpSgyG9fv-Mg,Mexican,4.5,84
G2hTYYzvlg75BisWSHarLQ,Italian,4.0,62
S9zEhTEukbJog-T6g4XnCQ,Mexican,4.0,123
6tsGC9lrOQ3sPk6-YDa_Ng,Italian,4.5,137
SvP2LDd-KxtMsgrcW5OLYA,Mexican,4.0,105
pDewiJY6KCcZgLxxgxg13Q,Mexican,4.0,455
qhyTQHiS3cFLIJ5sm0GjUA,Irish,4.0,116
UPqvlPxU_8lVrBGvqyzj9Q,Italian,4.0,1219
NDKeLqlkIdWwajgjIvhU4Q,Mediterranean,4.5,62
k8I6z5B28dxWxSCziSIo3Q,American (Traditional),4.5,65
bWCf6IyUXaVcPvHKrECzxQ,Indian,4.5,35
7lumEGqtBQxgpd7f1B4QVA,Vegetarian,4.0,109
T33q86EDOQ0NlvzehfCyaw,Chinese,4.0,107
2Qz80YiECe_d5-zb1GwbpQ,American (Traditional),5.0,4
XLitKhdLbftTWL52MUOC9Q,Chinese,4.0,83
oXjd7i1LAgeAWcMup0N1zg,Izakaya,4.0,405
9kD0KhEylwHZP4mqNH7QLg,Korean,4.0,160
4uzxXWe2vrOjuPJqMJJRng,Cantonese,4.0,796
6dB2_doBzgx3SGkgyMA96g,Korean,4.0,526
4fa2rkET8eT6sf9kUZx0jQ,Korean,4.5,25
sMVstKVxCiSAbezcugckCQ,Korean,4.0,49
ZR8bhIKy4QA1BuLOt6f27Q,Italian,3.5,75
CcSsYw4gQobhHr0vyOE5MQ,Chinese,4.0,26
kW9rIeKfXVeDcFP2PqiaAA,Chinese,4.0,25
eQT08GgVIYQi5wi6ciHbSQ,Noodles,4.0,419
gWx9OWqH3R_i8AQB3AJ4Cw,Italian,3.5,62
9h9nMMvnINJWMt7TjJtePw,Mexican,4.5,59
LGNpVs8cRBllNVml8wI0Vg,Italian,4.0,522
IXBg7AX8NZ5TUJj1bujbHQ,Japanese,3.5,73
OSrZ4BMMXaLSb5sxFpmA-g,Mexican,4.0,30
KUEvQaD3NzVDSruOojBddA,Vegan,4.5,144
6Q2_gWCgdqVgaR201IklFA,Chinese,3.5,95
41CpfFti_QZwe9w6DoJHqw,Indian,3.5,16
lJ2-EWP6ddC3G2Dy-MWRSQ,Steakhouses,3.5,53
YhJC5FWtyN66BWt67Cif6g,Seafood,4.0,210
x75DegzNzjnDsdnjks7ohQ,Tacos,3.0,70
ei1G6vb67ortjD0GubPOnA,Modern European,4.0,430
sLj7uD2Vx29z_keIp9Z5lQ,American (Traditional),4.0,20
LaLLwkcB13NaT1bv4ysMOQ,Mexican,4.5,74
94MCC29LXO9dyGv-EpUFDw,Bakeries,4.0,75
61DSLu7fFcUZ2chA8-A6HQ,Food Stands,4.0,598
6ThdJligZWCUCKjnbKgKFQ,Italian,4.0,178
suzxDvm-KjbJ05sJu6_R-Q,Japanese,3.0,92
dUVomjtMXbVpjvKNO184Ng,Himalayan/Nepalese,4.0,38
O8Ysf7RBpIX_uECkuaMWwQ,Chinese,4.0,423
4Bi5_IFMy90-Hyfn9HzOqg,Mexican,3.5,232
CUivTcULsu5MJIYYNVm1zw,Sushi Bars,4.0,547
Sv_w8eHUoHMdN4Z_krFLpg,Asian Fusion,4.0,115
V83KkmOgTx_h1LDA_A1kow,Korean,4.0,270
SjcaXyflSrK0PlcgFqgcnw,American (New),4.5,299
Z0v0NOziKoF6g_NzO68Z6g,Ramen,4.0,996
82E6Mzc7D98FmlaqCfq5Yw,Mexican,4.5,93
pTol2IRlvefELaJmIvxK8Q,Mexican,4.5,78
oCwO_05Tn2ruZDkytewnIw,Middle Eastern,4.5,203
ipZSywIpAWujUUqqr2t7Rw,Chicken Wings,3.0,1
Bv6NmYjqcTnqB2uRc2shbg,Mexican,4.5,82
N8somcVp0-PxQb_LvC9mlA,Mexican,4.0,115
pOEHpNa4B6oesmr5ltiv8A,Italian,4.0,873
pFNpjMoHXdUzjFLvAsi8gw,Indian,4.0,199
MMNYAP3sk7JEvUiVelJKOw,Mexican,4.5,74
Rv0UdhYw_UVIv4D2lc-qgg,Korean,4.5,193
1uKGRJq8svQc1LCRNPzvzA,Chinese,3.5,20
T7ZPv-Z6YBcAWz0IfNa4Dg,Chinese,4.0,49
-qBHQC_XEI6KlO2fCVD4Rg,American (Traditional),3.5,14
-Xq6ruGk0U3inDf7BOX1YA,Asian Fusion,4.5,54
eHUnNjU5A4H3VIU7_zomtA,Indian,4.0,51
us0WnDOySVXXXwCqs0AaCw,Sushi Bars,4.5,223
ylKyX_zWTn4XcIJCErxqBw,Korean,4.0,61
_e3rChyednoh47n2cjGv2w,Italian,4.5,254
F_nMNAmI3EobVoGODO5kXQ,Korean,4.0,160
VtyDb234LiRT66WWGZq_Dg,American (Traditional),4.0,525
l0_NXQV4C8NMjrQXEHVqng,Himalayan/Nepalese,4.5,164
AGLEr0UOLDJZVRCN6VJ8bw,Chinese,3.5,87
dRGNcIXqwgFSrig0YK8QYQ,Korean,4.0,51
QIlJTObELV2DTWbQZrs6iQ,Chinese,4.0,163
tDZFsZvWywe55HITMR7l5w,Korean,4.5,181
24FF94jaaZA-q6A47TI0Yg,Korean,4.0,224
QXhSZpLEH0DQcyHI6eI2Sg,Korean,4.0,545
ALwAlxItASeEs2vYAeLXHA,Ramen,4.0,809
y5PQFafX-pBdqrPkoVJhmQ,Chinese,4.0,135
JocgghJa_xeyrwTKFzYlow,Italian,4.0,56
2zciti-NnJMS7Z6AgB97aA,Indian,3.5,94
CLbzZGsLKcUf4G269KEu_Q,Mexican,4.0,2032
6g3fivmX7hNcxnqqkVEOkA,Korean,4.5,49
67OAiibU5_LRfzrGvW2sTw,Pakistani,4.0,33
F_ATWIpQV7UYAW-pOlns6A,Cantonese,4.0,90
0Hc9Yx6JSh8a4SC0ZvQIdw,Tapas/Small Plates,4.0,544
KhG-jWIr7-TJj3isz3ZIFQ,Korean,4.0,1563
uteG6HIb4an-y5fFCXWo7w,Indian,4.0,1555
8gtS-ugNXvM90hZgqjIWiw,Mexican,4.0,2096
TPG2SueYNtmqqh46zTcapg,Indian,4.0,186
xZhNZb01n9b4e2X7bZdoVQ,Mexican,4.0,543
Zo217PTyV7SsV-N_gtB4Jg,Sushi Bars,4.0,275
AFeh0iVbKQd6p1D8blfLxg,Barbeque,4.0,210
k30QRsB5XGPYTv_A47_tpQ,Japanese,3.5,130
T3EqAL7SrUeBEbzdTg1xJQ,Korean,4.0,79
bZUmx_CkQkAtFwAVqVhFrA,Japanese,4.0,82
nIPEF2jIbtBiznf9vQKwsQ,Dim Sum,4.0,125
BByyqUcKLyRgYHDc01XCdw,Chinese,4.0,160
ik7LcD1fkzVbVQ6Sntd4LA,Indian,4.0,115
dRTsqnuEtOT3DoYaGnBCSw,Chinese,4.0,427
oasMDI5sWaAtbnzkQpM0LA,Ramen,3.5,190
KTsB7DO-kXVcy23Ds7_PFA,Japanese,4.0,155
oW3f40TqluWs5F9hNypV8A,Indian,4.0,50
kPXcOiOWg58KsiJBX58inA,American (New),4.5,18
gR9DTbKCvezQlqvD7_FzPw,Indian,4.0,1031
kRxt21XHWdF4Jnu_uurEvw,Mexican,4.5,145
Dzk_O70dBXoKcIQQeaOqyw,Pizza,4.5,138
c4jd2yKaX-P9adLLGxYgLw,Sushi Bars,4.0,165
U0twa-r9GehTA6DJAZJG_Q,Cantonese,4.5,12
KZ1irftAUhWhK9xyugZhdg,Halal,4.5,231
jlk8ZxxTNXa3jWxyhQNSDw,Mexican,4.5,22
rJMMzZEUHVi4lrO-0c8OFA,Chinese,4.5,18
252WlbL1oehddNVniPoLXg,Pizza,4.5,43
wgL9LC1PjB_CQGwQgG25RQ,Chinese,3.5,39
BTO-O8A1n2zu7dAdSp1cAg,Chinese,4.0,24
2_unFDzSLSu5_A2tb2fGiw,Persian/Iranian,4.0,62
ctw6y4uA1TlXCKVJTNXk_g,Chinese,4.5,18
VoHTd4QkPGWXl6IGI72isQ,Indian,4.0,205
Ollnz3tVka1bMFbryAnn0g,Japanese,4.0,317
SkDYqnuv-ku0FLoi8WsnXg,Korean,3.5,229
nu1GQ_Q43JqzrWMZE_dE1Q,American (New),4.0,393
VdC2WptW8utLnJX89yPw4A,Venezuelan,5.0,80
uhe5UklOoXm2k6GTLAnncw,Mexican,4.0,426
xh_wWQlwHWt0ZKCXIdIczQ,Modern European,4.0,68
BQ5LTHVILzjC-kni6OdiHA,Italian,3.5,261
